xvar	variable	value
0.1	train_tpr	0.981757877280265
0.1	train_BAccuracy	0.579603522743645
0.1	train_tnr	0.177449168207024
0.1	validate_tpr	0.974193548387097
0.1	validate_BAccuracy	0.520839105481892
0.1	validate_tnr	0.0674846625766871
0.1	test_tpr	0.985024958402662
0.1	test_BAccuracy	0.571747451878927
0.1	test_tnr	0.158469945355191
0.5	train_tpr	0.876727473742399
0.5	train_BAccuracy	0.833003293248279
0.5	train_tnr	0.789279112754159
0.5	validate_tpr	0.806451612903226
0.5	validate_BAccuracy	0.654759548782901
0.5	validate_tnr	0.503067484662577
0.5	test_tpr	0.845257903494176
0.5	test_BAccuracy	0.684924033714301
0.5	test_tnr	0.524590163934426
1	train_tpr	0.904919845218353
1	train_BAccuracy	0.929354562165553
1	train_tnr	0.953789279112754
1	validate_tpr	0.811290322580645
1	validate_BAccuracy	0.684786265584801
1	validate_tnr	0.558282208588957
1	test_tpr	0.855241264559068
1	test_BAccuracy	0.717238118618332
1	test_tnr	0.579234972677596
2	train_tpr	0.959093421779989
2	train_BAccuracy	0.97677406763676
2	train_tnr	0.994454713493531
2	validate_tpr	0.87258064516129
2	validate_BAccuracy	0.660216702948743
2	validate_tnr	0.447852760736196
2	test_tpr	0.885191347753744
2	test_BAccuracy	0.721284198467036
2	test_tnr	0.557377049180328
3	train_tpr	0.974571586511885
3	train_BAccuracy	0.985437364420453
3	train_tnr	0.99630314232902
3	validate_tpr	0.906451612903226
3	validate_BAccuracy	0.664882248169404
3	validate_tnr	0.423312883435583
3	test_tpr	0.913477537437604
3	test_BAccuracy	0.713569369811698
3	test_tnr	0.513661202185792
4	train_tpr	0.98065229408513
4	train_BAccuracy	0.988477718207075
4	train_tnr	0.99630314232902
4	validate_tpr	0.929032258064516
4	validate_BAccuracy	0.663902632099743
4	validate_tnr	0.398773006134969
4	test_tpr	0.926788685524126
4	test_BAccuracy	0.717492703417801
4	test_tnr	0.508196721311475
5	train_tpr	0.982310668877833
5	train_BAccuracy	0.989306905603427
5	train_tnr	0.99630314232902
5	validate_tpr	0.935483870967742
5	validate_BAccuracy	0.657925984563626
5	validate_tnr	0.380368098159509
5	test_tpr	0.931780366056572
5	test_BAccuracy	0.70905958193539
5	test_tnr	0.486338797814208
