xvar	variable	value
1	train_tpr	0.630057803468208
1	train_BAccuracy	0.706082688781305
1	train_tnr	0.782107574094402
1	validate_tpr	0.61046511627907
1	validate_BAccuracy	0.693390452876377
1	validate_tnr	0.776315789473684
1	test_tpr	0.565445026178011
1	test_BAccuracy	0.656236944328394
1	test_tnr	0.747028862478778
5	train_tpr	0.759152215799615
5	train_BAccuracy	0.783802233037019
5	train_tnr	0.808452250274424
5	validate_tpr	0.674418604651163
5	validate_BAccuracy	0.736057986536108
5	validate_tnr	0.797697368421053
5	test_tpr	0.612565445026178
5	test_BAccuracy	0.692530600272002
5	test_tnr	0.772495755517827
8	train_tpr	0.803468208092486
8	train_BAccuracy	0.809527737416166
8	train_tnr	0.815587266739846
8	validate_tpr	0.709302325581395
8	validate_BAccuracy	0.746920899632803
8	validate_tnr	0.784539473684211
8	test_tpr	0.638743455497382
8	test_BAccuracy	0.69628174472662
8	test_tnr	0.753820033955857
9	train_tpr	0.807321772639692
9	train_BAccuracy	0.810631248559143
9	train_tnr	0.813940724478595
9	validate_tpr	0.715116279069767
9	validate_BAccuracy	0.749005507955936
9	validate_tnr	0.782894736842105
9	test_tpr	0.638743455497382
9	test_BAccuracy	0.69458395185735
9	test_tnr	0.750424448217317
10	train_tpr	0.815028901734104
10	train_BAccuracy	0.814759236816558
10	train_tnr	0.814489571899012
10	validate_tpr	0.720930232558139
10	validate_BAccuracy	0.752734853121175
10	validate_tnr	0.784539473684211
10	test_tpr	0.643979057591623
10	test_BAccuracy	0.69720175290447
10	test_tnr	0.750424448217317
11	train_tpr	0.824662813102119
11	train_BAccuracy	0.820125039920983
11	train_tnr	0.815587266739846
11	validate_tpr	0.720930232558139
11	validate_BAccuracy	0.751912484700122
11	validate_tnr	0.782894736842105
11	test_tpr	0.654450261780105
11	test_BAccuracy	0.704135147867981
11	test_tnr	0.753820033955857
12	train_tpr	0.832369942196532
12	train_BAccuracy	0.823978604468189
12	train_tnr	0.815587266739846
12	validate_tpr	0.732558139534884
12	validate_BAccuracy	0.760193543451652
12	validate_tnr	0.787828947368421
12	test_tpr	0.654450261780105
12	test_BAccuracy	0.706681837171886
12	test_tnr	0.758913412563667
13	train_tpr	0.836223506743738
13	train_BAccuracy	0.826454234162209
13	train_tnr	0.816684961580681
13	validate_tpr	0.720930232558139
13	validate_BAccuracy	0.756024326805385
13	validate_tnr	0.791118421052632
13	test_tpr	0.659685863874346
13	test_BAccuracy	0.708450741784372
13	test_tnr	0.757215619694397
15	train_tpr	0.851637764932563
15	train_BAccuracy	0.838552142619959
15	train_tnr	0.825466520307355
15	validate_tpr	0.720930232558139
15	validate_BAccuracy	0.75437958996328
15	validate_tnr	0.787828947368421
15	test_tpr	0.643979057591623
15	test_BAccuracy	0.70229513151228
15	test_tnr	0.760611205432937
20	train_tpr	0.867052023121387
20	train_BAccuracy	0.851473322208334
20	train_tnr	0.83589462129528
20	validate_tpr	0.715116279069767
20	validate_BAccuracy	0.749827876376989
20	validate_tnr	0.784539473684211
20	test_tpr	0.659685863874346
20	test_BAccuracy	0.710997431088276
20	test_tnr	0.762308998302207
25	train_tpr	0.870905587668593
25	train_BAccuracy	0.857242036424857
25	train_tnr	0.84357848518112
25	validate_tpr	0.709302325581395
25	validate_BAccuracy	0.745276162790698
25	validate_tnr	0.78125
25	test_tpr	0.670157068062827
25	test_BAccuracy	0.718779722486422
25	test_tnr	0.767402376910017
