xvar	variable	value
312	test_tnr	0.583333333333333
351	train_tpr	0.796296296296296
351	train_BAccuracy	0.859931587638594
351	train_tnr	0.923566878980892
351	validate_tpr	0.263157894736842
351	validate_BAccuracy	0.562951496388029
351	validate_tnr	0.862745098039216
351	test_tpr	0.333333333333333
351	test_BAccuracy	0.547101449275362
351	test_tnr	0.760869565217391
390	train_tpr	0.784615384615385
390	train_BAccuracy	0.830177514792899
390	train_tnr	0.875739644970414
390	validate_tpr	0.411764705882353
390	validate_BAccuracy	0.607521697203472
390	validate_tnr	0.80327868852459
390	test_tpr	0.363636363636364
390	test_BAccuracy	0.512175324675325
390	test_tnr	0.660714285714286
780	train_tpr	0.78448275862069
780	train_BAccuracy	0.811275470219436
780	train_tnr	0.838068181818182
780	validate_tpr	0.340909090909091
780	validate_BAccuracy	0.57224025974026
780	validate_tnr	0.803571428571429
780	test_tpr	0.628571428571429
780	test_BAccuracy	0.719244391971665
780	test_tnr	0.809917355371901
1170	train_tpr	0.728915662650602
1170	train_BAccuracy	0.779569771623809
1170	train_tnr	0.830223880597015
1170	validate_tpr	0.578947368421053
1170	validate_BAccuracy	0.668004757656854
1170	validate_tnr	0.757062146892655
1170	test_tpr	0.555555555555556
1170	test_BAccuracy	0.672222222222222
1170	test_tnr	0.788888888888889
1560	train_tpr	0.780952380952381
1560	train_BAccuracy	0.79887839433294
1560	train_tnr	0.816804407713499
1560	validate_tpr	0.486111111111111
1560	validate_BAccuracy	0.624305555555556
1560	validate_tnr	0.7625
1560	test_tpr	0.513888888888889
1560	test_BAccuracy	0.631944444444444
1560	test_tnr	0.75
1950	train_tpr	0.752767527675277
1950	train_BAccuracy	0.798519470178017
1950	train_tnr	0.844271412680756
1950	validate_tpr	0.555555555555556
1950	validate_BAccuracy	0.664509169363538
1950	validate_tnr	0.773462783171521
1950	test_tpr	0.556818181818182
1950	test_BAccuracy	0.657548163756773
1950	test_tnr	0.758278145695364
2341	train_tpr	0.759643916913947
2341	train_BAccuracy	0.782911846097423
2341	train_tnr	0.806179775280899
2341	validate_tpr	0.572916666666667
2341	validate_BAccuracy	0.64801747311828
2341	validate_tnr	0.723118279569892
2341	test_tpr	0.656862745098039
2341	test_BAccuracy	0.698649951783992
2341	test_tnr	0.740437158469945
2731	train_tpr	0.760752688172043
2731	train_BAccuracy	0.78842685710891
2731	train_tnr	0.816101026045777
2731	validate_tpr	0.658333333333333
2731	validate_BAccuracy	0.709448356807512
2731	validate_tnr	0.76056338028169
2731	test_tpr	0.6015625
2731	test_BAccuracy	0.691929575358852
2731	test_tnr	0.782296650717703
3121	train_tpr	0.762124711316397
3121	train_BAccuracy	0.780715133435976
3121	train_tnr	0.799305555555556
3121	validate_tpr	0.623287671232877
3121	validate_BAccuracy	0.713317475783802
3121	validate_tnr	0.803347280334728
3121	test_tpr	0.635036496350365
3121	test_BAccuracy	0.725115784109474
3121	test_tnr	0.815195071868583
3511	train_tpr	0.754132231404959
3511	train_BAccuracy	0.773246029442467
3511	train_tnr	0.792359827479975
3511	validate_tpr	0.685534591194969
3511	validate_BAccuracy	0.72674519614997
3511	validate_tnr	0.767955801104972
3511	test_tpr	0.638036809815951
3511	test_BAccuracy	0.691931206392206
3511	test_tnr	0.74582560296846
3901	train_tpr	0.74373795761079
3901	train_BAccuracy	0.774722985391564
3901	train_tnr	0.805708013172338
3901	validate_tpr	0.656976744186046
3901	validate_BAccuracy	0.724047582619339
3901	validate_tnr	0.791118421052632
3901	test_tpr	0.62303664921466
3901	test_BAccuracy	0.698615098800878
3901	test_tnr	0.774193548387097
